hash,location,date,text
"['jornadaempreendedoraifsul', 'educacaoempreendedora', 'culturaempreendedora', 'comportamentoempreendedor', 'SemanaGlobalDeEmpreendedorismo', 'startup', 'inovacao', 'inovacaodisruptiva']","Barcelona, Spain",2020-12-09 10:46:42,"Hoje! Startups com soluções disruptivas. 

Inscriçoes gratuitas: https://t.co/XPOH7n5OgS

@IFSul @sebrae

#jornadaempreendedoraifsul #educacaoempreendedora #culturaempreendedora #comportamentoempreendedor #SemanaGlobalDeEmpreendedorismo #startup #inovacao #inovacaodisruptiva https://t.co/jk94XlUb2W"
"['turismodeportugal', 'tdp', 'turismo', 'startups', 'empresas', 'inovacao', 'FIT']","Lisboa, Portugal",2020-12-09 10:00:52,"From Start-to-Table Demo Day | 11 dezembro | 15h-20h | online 

Apresentação dos projetos que 24 equipas desenvolveram em 9 semanas. Participação gratuita, sujeita a inscrição - 
https://t.co/1eMdEejrU8
 
#turismodeportugal #tdp #turismo #startups #empresas #inovacao #FIT https://t.co/8ajb7F1BTA"
"['inovação', 'empreendedorismo']",,2020-12-09 09:28:03,"Que os generalistas possam ajudar a construir pontes entre as áreas e trazer novas ideias usando analogias poderosas

#inovação #empreendedorismo 

https://t.co/SfWHeXOeNK"
"['behaviordesigner', 'farmaceutica', 'saude', 'saudedigital', 'medicina', 'healthcare', 'healthtech', 'pharma', 'futuro', 'inovacao', 'digitalhealth', 'podcast', 'viaoral']","Brazil, São Paulo",2020-12-09 09:01:41,"Não percam esse Webinar gratuito sobre o Poder do LinkedIn para o seu dia a dia. Peça o link!

#behaviordesigner #farmaceutica #saude #saudedigital #medicina #healthcare #healthtech #pharma #futuro #inovacao #digitalhealth #podcast #viaoral https://t.co/5hqt1ipgTj"
"['GPS', 'CDU', 'Inovação']","Porto Velho, Brasil",2020-12-09 06:06:22,"Simplifique o CDU para navegar nas estantes com o #GPS bibliográfico da Biblioteca “Jean Sonet sj”, da Universidad Católica de Córdoba l Reclassificaram 3 mil itens e mantiveram #CDU com vários ajustes. Tacá um CDD que resolve sem GPS! 🙊🌝 #Inovação  https://t.co/kcSvbNFDVg https://t.co/Ad4lbMUYrJ"
"['gestaoempresarial', 'GESTÃODOFUTURO', 'inovação', 'gestãodigital', 'empreendedorismo']",,2020-12-09 03:06:13,"Sempre pensando na evolução do seu negócio! 
#gestaoempresarial #GESTÃODOFUTURO #inovação #gestãodigital #empreendedorismo https://t.co/sMY0v6mKZX"
"['Scrum', 'projetos', 'infográfico', 'IEBSLearning']","Lisboa, Porto, Sao Paulo, Rio",2020-12-09 03:00:34,A metodologia #Scrum revolucionou a forma como #projetos são gerenciados em todo o mundo. Descubra por que neste #infográfico exclusivo da #IEBSLearning https://t.co/3fogOoJc2J
"['EXO', '엑소']",exoplanet,2020-12-09 02:09:43,"ate agr sem acredita q vo te q estuda pra uma cadeira sem vídeo, eu começo a estudar e acabo rindo dessa inovação do prof n dar aula
#EXO #엑소 @weareoneEXO"
['WMEnaTNT'],,2020-12-09 01:43:13,Obrigada @wme_music ! Uma honra ganhar o prêmio Inovação na Web 2020! #WMEnaTNT  ✊🏾 https://t.co/BkOa8G1tMU
"['startups', 'fintech']","Sao Paulo, Brazil",2020-12-09 01:37:44,"Nova lei cambial e marco legal das #startups passam a tramitar em regime de urgência na @camaradeputados 
#fintech  

https://t.co/XNDgL0l1ZB"
"['BRICS', 'innovation']",,2020-12-09 01:24:40,"#BRICS Parceria na Nova Revolução Industrial #innovation center foi lançado na cidade chinesa de Xiamen na ter, conforme proposto durante a 12ª Cúpula do BRICS em meados de novembro. O centro de inovação proporcionará uma base para os países do BRICS fazerem uso da inovação &gt;&gt;&gt; https://t.co/MDeKxfWpZl"
"['agendatipara', 'ifpa']",,2020-12-09 00:41:16,"IF Sem Muros - Mostra de Pesquisa e Inovação do Xingu, Tapajós e Baixo Amazonas
@Ifpaoficial Campi Altamira, Itaituba, Óbidos e @IFPA_Santarem
🗓️ 09 a 11/12/2020
🔗 Inscrições:
https://t.co/uv8Yt62G8J
.
#agendatipara #ifpa https://t.co/w1KPQjRi0B"
['CiroAVISOU'],,2020-12-09 00:21:10,"Em seu Projeto Nacional, @cirogomes defende o investimento em gente, em tecnologia, ciência, inovação, empreendedorismo inovador e principalmente, uma educação emancipadora, que ensine o pensamento crítico e não a decoreba #CiroAVISOU https://t.co/2hDaTvZqnB"
['Québec'],Montréal,2020-12-09 00:11:46,Muito obrigado @IBGC_Brasil pelo convite para apresentar hoje o ecossistema de inovação de #Québec ! É um prazer colaborar com vocês! @QuebecBrasil @economie_quebec https://t.co/SJwZWH4Bf4
"['engenharia', 'arquitetura', 'projetos', 'obras', 'construtech', 'arquitetos', 'engenheiros', 'inovacao']",,2020-12-09 00:11:29,"💡 Pense nisso! 🤔

#engenharia #arquitetura #projetos #obras #construtech #arquitetos #engenheiros #inovacao https://t.co/OMtT8u5Ykb"
"['locawebdigitalconference', 'multintercambio', 'marketing', 'publicidade', 'redessociais', 'facebook', 'instagram', 'pinterest', 'linkedin', 'google', 'googlemeunegocio', 'twitter']",,2020-12-09 00:04:35,"A Multintercambio participou mais uma vez de um dos maiores eventos da área de negócios digitais e inovação.
@locaweb

#locawebdigitalconference #multintercambio #marketing #publicidade #redessociais #facebook #instagram #pinterest #linkedin #google #googlemeunegocio #twitter https://t.co/02DtX2KD1l"
"['dicapipa', 'dicadeleitura', 'digital']",Salvador,2020-12-08 23:55:03,Rede de empresas preserva mais de 52 milhões hectares de floresta. Via @CicloVivo https://t.co/D4eLjCWp76 #dicapipa #dicadeleitura #digital
"['sporttech', 'inovacao', 'startups']",United States,2020-12-08 23:24:43,Faltam 4 dias #sporttech #inovacao #startups ➡️ https://t.co/N1VcQUMFX4 https://t.co/E9lmpw8uUU
['management'],Brasil,2020-12-08 23:15:18,Inovação organizacional - tem relevante nas empresas (e o meu preferido). “A única maneira de uma empresa permanecer na zona de lucro seria por intermédio da inovação constante.” Slywotzky e Morrison #management https://t.co/XbOk08VE5c
"['confeacreamutua', 'inovacao', 'engenharia', 'agronomia', 'geociencias', 'creascoficial']",Florianópolis/SC,2020-12-08 23:12:51,"A natureza é nossa inspiração
A engenharia é constante evolução

Esta é a nova campanha do Confea/Crea. Assista o nosso comercial de 60"". Curta e compartilhe.
#confeacreamutua #inovacao #engenharia #agronomia #geociencias #creascoficial https://t.co/PUq1rfh9kP"
['seLiga'],"Sao Paulo, Brazil",2020-12-08 23:12:29,"Quer buscar, conhecer e se conectar com startups? 

Então #seLiga e confira as maneiras de se engajar com a Liga e levar inovação para o seu negócio!

Faça parte da plataforma acessando: https://t.co/pBZk4r6QL3 https://t.co/4996EuAU3e"
"['ConexaoBrasilia', 'Noticias', 'AterDigital']","São Paulo, Brasil",2020-12-08 23:10:48,"ASSISTA AGORA: Ater Digital – inovação e desenvolvimento para o agro

https://t.co/gPejTIY1eE #ConexaoBrasilia #Noticias #AterDigital"
"['patente', 'inovação', 'invenção', 'startup', 'StartupSC', 'AcateStartups', 'Miditec', 'propriedadeintelectual', 'PIparaStartups']",Florianópolis,2020-12-08 23:02:54,"Você listou como meta para 2021 solicitar uma patente para a sua invenção? Vamos tomar um café e conversar sobre como eu posso te ajudar a alcançar esse objetivo!

#patente #inovação #invenção #startup #StartupSC #AcateStartups #Miditec #propriedadeintelectual #PIparaStartups https://t.co/LY5yDdGXZV"
"['imprenditoregestaopme', 'gestaodenegocios', 'gestaoempresarial', 'inovacao', 'tecnicasageis', 'workshop', 'disrupção', 'revolucaoindustrial4', 'ptm']",Brasil,2020-12-08 23:01:09,"Entre em contato e saiba como turbinar seu negócio. Nós adoramos comemorar o sucesso de nossos clientes!

#imprenditoregestaopme #gestaodenegocios #gestaoempresarial #inovacao #tecnicasageis #workshop #disrupção #revolucaoindustrial4.0 #ptm https://t.co/4qj9eGLvla"
"['designthinking', 'inovação', 'innovation', 'criatividade', 'Creative']",São Paulo/SP,2020-12-08 23:00:32,"» Inscreva: https://t.co/jfLyFFzeAX
» Link também na BIO do Instagram
#designthinking
#inovação
#innovation 
#criatividade
#Creative https://t.co/MzBB5jwy8a"
"['designthinking', 'inovação', 'innovation', 'criatividade', 'Creative']",São Paulo/SP,2020-12-08 23:00:32,"» Inscreva: https://t.co/jfLyFFzeAX
» Link também na BIO do Instagram
#designthinking
#inovação
#innovation 
#criatividade
#Creative https://t.co/rWIPRCpigH"
['DicaDeLeitura'],Brasil,2020-12-08 23:00:14,"#DicaDeLeitura - Quer saber a opinião de 14 especialistas sobre o ensino superior na atualidade e as perspectivas para o futuro? Confira o  livro recém-lançado “Mudança de Mindset”, organizado por Fábio Reis, diretor de inovação do Semesp. Boa Leitura! https://t.co/36Nzm7010n"
"['educação', 'tecnologia', 'inovação', 'educador21', 'D2L', 'plataformaeducacional']",Rio de Janeiro,2020-12-08 22:56:05,"Regional Brasil da D2L realiza a Fusion 2020 até o dia 9 de dezembro. Evento estreou na segunda-feira, 7, com presença remota do CEO John Baker. Confira nossa cobertura: https://t.co/kERezLMVQp

#educação #tecnologia #inovação #educador21 #D2L #plataformaeducacional https://t.co/fC82Nye3eC"
['INOVAÇÃO'],"Paraná, Brasil",2020-12-08 22:50:00,#INOVAÇÃO 👉 Os recursos virão de programas e ações de diversas áreas do Governo que serão lançados durante a 2ª Semana de Inovação do Paraná. O evento online é totalmente gratuito e acontece até o próximo sábado (12).  https://t.co/1TBbodJSOq
"['startups', 'PlenárioFácil']","Brasília, Brasil",2020-12-08 22:48:50,Incentivo às #startups (pequenas empresas focadas em inovação) tem urgência aprovada pela Câmara. https://t.co/j08Pqw8NLL #PlenárioFácil https://t.co/5eZLQVVUUJ
['AoVivo'],"Brasília, Brazil",2020-12-08 22:45:00,"#AoVivo • Participo agora de debate sobre a importância da Assistência Técnica e Extensão Rural para promoção de inovação e desenvolvimento do setor agropecuário brasileiro. Vamos falar sobre o programa Ater Digital do @Mapa_Brasil. Participe também!  

&gt; https://t.co/j0ZTquOafU"
"['devday', 'Scalink', 'franquias']",,2020-12-08 22:44:29,"Na última semana aconteceu o primeiro #devday do #Scalink, um evento dedicado à discussão de fundamentos e práticas para construir soluções que ajudam equipes de expansão de #franquias em todo o país. O evento marca o início do Scalink no ecossistema de inovação da PUCPR. https://t.co/kzlHJnRmJ2"
"['BandRio', 'PrefeituradoRio']",Rio de Janeiro,2020-12-08 22:40:00,"Paes escolhe o deputado estadual Chicão Bulhões para futuro titular da Secretaria de Desenvolvimento Econômico, Inovação e Simplificação do município do Rio. O prefeito eleito destacou o papel fundamental que a iniciativa privada terá no futuro governo. #BandRio #PrefeituradoRio https://t.co/QiO3mTQtGD"
"['PI', 'PI']","Lisboa, Portugal",2020-12-08 22:15:25,@catarinamaia Que evidências são necessárias? O ritmo de inovação sem #PI existiu e existirá na mesma. A #PI é um subsídio providenciado por legislação protectora ao punir o uso de ideias. O resto resume-se a “without slavery who will pick the cotton”?
"['areyouLIT', 'LIT', 'Onlearning', 'Inovação', 'Educação', 'TransformaçãoDigital']",,2020-12-08 21:51:12,"Você já pensou em ser analista financeiro? Descubra as principais características de uma carreira em finanças e o que é preciso para se tornar um profissional da área! 

#areyouLIT #LIT #Onlearning #Inovação #Educação #TransformaçãoDigital 
https://t.co/V4v9nvzaAM"
['AGRO'],"Paraná, Brasil",2020-12-08 21:49:00,#AGRO ✅ O Fórum Internacional Online de Empreendedorismo e Inovação no Agro (Finovagro 2020) começou nesta segunda-feira e prossegue até quarta. Já o 4º Encontro Mundial da Rede Agroinncuba irá acontecer entre os dias 10 e 11 de dezembro. https://t.co/VdToVA7GtL
['CidadeEmpreendedora'],,2020-12-08 21:37:54,"O gerente apresentou detalhes do projeto #CidadeEmpreendedora, que vem sendo realizado pelo Sebrae com base em 10 eixos estratégicos, como: Foco nas lideranças locais, desburocratização, empreendedorismo na escola, inclusão produtiva, cooperativismo, inovação e sustentabilidade."
"['relacoesinstitucionaisegovernamentais', 'rig', 'relgov', 'cienciapolitica', 'masterclass', 'relacoesinternacionais', 'WVII', 'politica', 'profissao', 'inovacao']","Brasília, Brasil",2020-12-08 21:33:14,"Todos as palestras  do VII Workshop estão disponíveis no YouTube. ✅

#relacoesinstitucionaisegovernamentais #rig #relgov #cienciapolitica #masterclass #relacoesinternacionais #WVII #politica #profissao #inovacao"
"['design', 'inovacao', 'design', 'futuro', 'sustentabilidade', 'desenhoindustrial', 'designers', 'negocios', 'innovation', 'pandemia', 'COVID19']","São Paulo, Brasil",2020-12-08 21:29:30,"Querendo saber como inovar para um mundo pós-pandemia? Descubra com o meu novo livro ""#design e #inovacao para um mundo novo"". Mais detalhes em https://t.co/D66UiQJXqA  
#design #futuro #sustentabilidade #desenhoindustrial #designers #negocios #innovation #pandemia #COVID19 https://t.co/7nqQIRyskb"
['OFuturoSeMolda'],,2020-12-08 21:20:13,"Esse é o resultado de nossa dedicação à inovação e à tecnologia, prezando pela agilidade e qualidade de nossos produtos, para atender aos desafios da indústria da construção. Somos gratos também a cada lojista e a todos os clientes pela confiança e  preferência!
#OFuturoSeMolda"
['PI'],"Lisboa, Portugal",2020-12-08 21:13:42,"@catarinamaia A novidade (first mover) e o prestígio, o rirmo de inovação. O fim dos custos de litígio e da ameaça de aos pequenos pelos grandes e da investigação direccionada onde a certeza da #PI é maior. Mas... in the end... é a filosofia do direito que o justifica."
['avs'],"Nova Friburgo, Brasil",2020-12-08 21:04:18,"Câmara aprova Código Municipal de Ciência, Tecnologia e Inovação #avs https://t.co/3fGMM8IYf3"
"['LousaDigital', 'Tecnologia', 'EnsinoInterativo', 'EnsinoHibrido', 'MOVPLAN']",Ribeirão Preto - São Paulo,2020-12-08 21:02:00,"VOCÊ SABIA? Nós podemos te mostrar o ponto mais alto do mundo sem sair da sala de aula! 😲

Com a Lousa QuadriLine TouchPro você tem o melhor do tradicional com a evolução e a inovação do digital😉
⠀
#LousaDigital #Tecnologia #EnsinoInterativo #EnsinoHibrido #MOVPLAN https://t.co/PbsQWknV9K"
"['carlospintoadv', 'cpadv', 'tech', 'inovação', 'startups', 'googleforstartups']","São Paulo, Brasil",2020-12-08 21:01:59,"Quer conhecer curiosidades dicas e consumir conteúdo jurídico de um jeito massa e totalmente disruptivo? Visite nossas redes sociais!

#carlospintoadv #cpadv #tech #inovação #startups #googleforstartups"
"['MovimentoPessoasàFrente', 'liderança', 'tecnologia', 'inovação']",,2020-12-08 21:00:01,"O #MovimentoPessoasàFrente convida todos e todas a participarem da live “Movimentos da Sociedade Civil | Pessoas Transformam”, no dia 10, às 15h. O convidado será @jeremyheimans, CEO da @purpose. Faça sua inscrição em: https://t.co/DHyXE38EaX #liderança #tecnologia #inovação https://t.co/BYPqpNW5r8"
"['fintech', 'pequenosnegocios', 'gyramais']",Brasil,2020-12-08 20:22:03,@inovacao_aberta Seguimos muito felizes com esse período de crescimento das #fintech e comprometidos com a ambição de capitalizar os #pequenosnegocios do Brasil. Vamos pra frente #gyramais
"['webinar', 'reformatributaria', 'youtube', 'brasil', 'inovacao', 'conhecimento', 'transformacaodigital', 'santacatarina']",Brasil,2020-12-08 20:20:35,"O #webinar sobre #reformatributaria, realizado em parceria com a ACATE - Associação Catarinense de Tecnologia, pode ser acompanhado ao vivo agora pelo #youtube. 

Acesse: https://t.co/rN9AB8AjPD

#brasil #inovacao #conhecimento #transformacaodigital #santacatarina https://t.co/IfpycjmT8m"
"['Programação', 'ProgramaçãoMobile', 'Design', 'GestãoDeProjetos', 'DefendaOSUS', 'CódigoAberto']","Fortaleza, Ceará, Brasil",2020-12-08 20:17:32,"#Programação #ProgramaçãoMobile #Design #GestãoDeProjetos

Bolsas de Desenvolvimento Tecnológico e Inovação
- Graduação__________  R$ 5.000,00
- Especialização______  R$ 6.000,00
- Mestrado___________   R$ 7.000,00
- Doutorado__________   R$ 9.000,00

#DefendaOSUS #CódigoAberto"
"['sustentabilidade', 'inovação']","Brazil, São Paulo",2020-12-08 20:08:44,Eu apoio entregas livres de plástico descartável #sustentabilidade #inovação https://t.co/m78Exz0hf2
"['energiasolar', 'eletricidade', 'eletricidade', 'tecnologia', 'fibraotica', 'usinadeenergiasolar', 'SantaFédoSul', 'inovação', 'painelsolar', 'energiaelétrica', 'energialimpa', 'sustentável']",Brasil,2020-12-08 20:05:50,"Usina de Energia Solar paulista faz parte da circuito Cidades Digitais
.
https://t.co/0VbyphQ1RA

#energiasolar #eletricidade #eletricidade #tecnologia #fibraotica #usinadeenergiasolar #SantaFédoSul #inovação #painelsolar #energiaelétrica #energialimpa #sustentável https://t.co/JYcaIg21nv"
"['grandeaceleração', 'inovação', 'transoformaçãodigital', 'ricam', 'ricardoamorim', 'palestras']",São Paulo,2020-12-08 20:02:38,Empresas onde a cultura de inovação já era arraigada conseguiram se adaptar rapidamente à #grandeaceleração da das transformações dos negócios causada pela pandemia. #inovação #transoformaçãodigital #ricam #ricardoamorim #palestras https://t.co/11ErY8bjgU
['segurosbr'],,2020-12-08 20:01:27,"Bradesco Seguros discute Inovação como mecanismo para Inclusão
#segurosbr 
https://t.co/AYsZCki1jc"
['soja'],São Paulo,2020-12-08 20:00:19,"FMC fala de inovação, sustentabilidade e tecnologias de manejo na soja https://t.co/rKddbvxzXu #soja"
"['ambev', 'inovação', 'liderança', 'atitudeempreendedora']",,2020-12-08 19:59:19,"Episódio novo no ar! Jean Jereissati assumiu como CEO da Ambev há um ano e, desde então, tem repetido palavras que indicam a direção para a qual está levando a empresa: inovação, colaboração e escuta ativa são algumas delas.
#ambev #inovação #liderança #atitudeempreendedora https://t.co/artq4luf9U"
